"ATG","BrOr1","BrOr2"
"AT2G33430","BraA04g23240R","BraA05g11520R"
"AT2G33460","BraA04g23260R","BraA05g11510R"
"AT2G33470","BraA04g23270R","BraA05g11500R"
"AT2G33480","BraA04g23280R","BraA05g11490R"
"AT2G33490","BraA04g23310R","BraA05g11480R"
"AT2G33550","BraA04g23330R","BraA05g11440R"
"AT2G33560","BraA04g23340R","BraA05g11430R"
"AT2G33570","BraA03g17540R","BraA05g11420R"
"AT2G33690","BraA03g17600R","BraA04g23430R"
"AT2G33700","BraA04g23440R","BraA05g11390R"
"AT2G33730","BraA03g17630R","BraA04g23460R"
"AT2G33793","BraA04g23520R","BraA05g11290R"
"AT2G33810","BraA03g17670R","BraA05g11280R"
"AT2G33830","BraA03g17680R","BraA05g11270R"
"AT2G33860","BraA04g23590R","BraA05g11230R"
"AT2G33870","BraA03g17710R","BraA04g23600R"
"AT2G33880","BraA03g17720R","BraA05g11210R"
"AT2G33980","BraA03g17730R","BraA05g11200R"
"AT2G33990","BraA04g23630R","BraA05g11190R"
"AT2G34040","BraA03g17760R","BraA05g11170R"
"AT2G34050","BraA04g23680R","BraA05g11160R"
"AT2G34080","BraA04g23700R","BraA05g11130R"
"AT2G34340","BraA04g23820R","BraA05g10940R"
"AT2G34350","BraA04g23830R","BraA05g10930R"
"AT2G34360","BraA03g17870R","BraA05g10900R"
"AT2G34410","BraA03g17880R","BraA04g23850R"
"AT2G34480","BraA03g17900R","BraA05g10810R"
"AT2G34520","BraA04g23940R","BraA05g10760R"
"AT2G34530","BraA04g23950R","BraA05g10750R"
"AT2G34600","BraA04g23990R","BraA05g10640R"
"AT2G34630","BraA03g17960R","BraA05g10610R"
"AT2G34650","BraA04g24020R","BraA05g10590R"
"AT2G34710","BraA04g24030R","BraA05g10530R"
"AT2G34790","BraA04g24070R","BraA05g10470R"
"AT2G34810","BraA03g18050R","BraA05g10460R"
"AT2G34830","BraA04g24100R","BraA05g10430R"
"AT2G34840","BraA03g18070R","BraA04g24110R"
"AT2G34920","BraA04g24180R","BraA05g10360R"
"AT2G34925","BraA04g24190R","BraA05g10350R"
"AT2G34930","BraA03g18090R","BraA05g10340R"
"AT2G35100","BraA03g18120R","BraA05g10270R"
"AT2G35155","BraA03g18140R","BraA05g10220R"
"AT2G35215","BraA04g24270R","BraA05g10180R"
"AT2G35260","BraA03g18170R","BraA05g10150R"
"AT2G35290","BraA04g24350R","BraA05g10120R"
"AT2G35350","BraA04g24360R","BraA05g10080R"
"AT2G35420","BraA04g24380R","BraA05g10000R"
"AT2G35470","BraA04g24390R","BraA05g09980R"
"AT2G35540","BraA04g24430R","BraA05g09920R"
"AT2G35610","BraA04g24470R","BraA05g09870R"
"AT2G35680","BraA03g18340R","BraA05g09780R"
"AT2G35700","BraA03g18360R","BraA05g09770R"
"AT2G35710","BraA04g24630R","BraA05g09760R"
"AT2G35760","BraA03g18370R","BraA04g24670R"
"AT2G35765","BraA03g18380R","BraA04g24690R"
"AT2G35790","BraA03g18390R","BraA04g24700R"
"AT2G35800","BraA03g18410R","BraA04g24710R"
"AT2G35840","BraA03g18430R","BraA04g24740R"
"AT2G35860","BraA03g18450R","BraA04g24750R"
"AT2G35880","BraA03g18460R","BraA05g09700R"
"AT2G35900","BraA03g18510R","BraA04g24790R"
"AT2G36000","BraA03g18570R","BraA04g24950R"
"AT2G36020","BraA03g18590R","BraA05g09680R"
"AT2G36026","BraA04g24980R","BraA05g09670R"
"AT2G36050","BraA04g24990R","BraA05g09660R"
"AT2G36080","BraA04g25000R","BraA05g09650R"
"AT2G36190","BraA03g18620R","BraA04g25060R"
"AT2G36200","BraA04g25070R","BraA05g09570R"
"AT2G36220","BraA04g25100R","BraA05g09550R"
"AT2G36230","BraA03g18640R","BraA05g09540R"
"AT2G36270","BraA04g25120R","BraA05g09510R"
"AT2G36310","BraA03g18680R","BraA05g09470R"
"AT2G36320","BraA03g18690R","BraA05g09460R"
"AT2G36380","BraA03g18720R","BraA04g25190R"
"AT2G36430","BraA04g25250R","BraA05g09350R"
"AT2G36450","BraA03g18760R","BraA04g25270R"
"AT2G36470","BraA03g18770R","BraA05g09330R"
"AT2G36500","BraA04g25300R","BraA05g09300R"
"AT2G36540","BraA04g25320R","BraA05g09270R"
"AT2G36640","BraA04g25330R","BraA05g09230R"
"AT2G36750","BraA04g25390R","BraA05g09120R"
"AT2G36910","BraA03g18900R","BraA04g25490R"
"AT2G36930","BraA03g18910R","BraA05g08940R"
"AT2G36960","BraA04g25510R","BraA05g08910R"
"AT2G36990","BraA03g18950R","BraA04g25520R"
"AT2G37040","BraA04g25550R","BraA05g08820R"
"AT2G37050","BraA03g18980R","BraA05g08810R"
"AT2G37060","BraA03g18990R","BraA04g25560R"
"AT2G37080","BraA03g19000R","BraA05g08800R"
"AT2G37090","BraA04g25590R","BraA05g08790R"
"AT2G37110","BraA03g19010R","BraA04g25600R"
"AT2G37130","BraA03g19020R","BraA04g25610R"
"AT2G37150","BraA03g19030R","BraA04g25620R"
"AT2G37200","BraA04g25640R","BraA05g08740R"
"AT2G37210","BraA03g19080R","BraA04g25650R"
"AT2G37260","BraA03g19130R","BraA05g08700R"
"AT2G37320","BraA04g25740R","BraA05g08640R"
"AT2G37370","BraA04g25770R","BraA05g08620R"
"AT2G37430","BraA04g25810R","BraA05g08560R"
"AT2G37440","BraA04g25820R","BraA05g08550R"
"AT2G37540","BraA04g25890R","BraA05g08490R"
"AT2G37630","BraA03g19290R","BraA05g08380R"
"AT2G37740","BraA04g26070R","BraA05g08240R"
"AT2G37770","BraA03g19380R","BraA05g08220R"
"AT2G37860","BraA03g19450R","BraA05g08130R"
"AT2G37870","BraA04g26110R","BraA05g08120R"
"AT2G37960","BraA04g26210R","BraA05g08060R"
"AT2G37975","BraA03g19550R","BraA05g08050R"
"AT2G37980","BraA03g19530R","BraA04g26230R"
"AT2G38040","BraA03g19660R","BraA05g07990R"
"AT2G38080","BraA04g26320R","BraA05g07980R"
"AT2G38110","BraA04g26340R","BraA05g07950R"
"AT2G38150","BraA04g26360R","BraA05g07910R"
"AT2G38170","BraA04g26370R","BraA05g07890R"
"AT2G38185","BraA03g19700R","BraA05g07880R"
"AT2G38240","BraA03g19720R","BraA04g26390R"
"AT2G38250","BraA03g19730R","BraA05g07860R"
"AT2G38280","BraA04g26400R","BraA05g07850R"
"AT2G38290","BraA04g26410R","BraA05g07840R"
"AT2G38320","BraA03g19770R","BraA04g26460R"
"AT2G38370","BraA03g19810R","BraA04g26470R"
"AT2G38380","BraA03g19820R","BraA04g26480R"
"AT2G38465","BraA04g26520R","BraA05g07670R"
"AT2G38490","BraA03g19890R","BraA05g07650R"
"AT2G38500","BraA03g19900R","BraA05g07640R"
"AT2G38510","BraA04g26550R","BraA05g07630R"
"AT2G38560","BraA03g19920R","BraA05g07570R"
"AT2G38730","BraA04g26670R","BraA05g07490R"
"AT2G38750","BraA03g20090R","BraA04g26690R"
"AT2G38760","BraA03g20100R","BraA04g26710R"
"AT2G38800","BraA03g20150R","BraA05g07440R"
"AT2G38820","BraA03g20170R","BraA04g26750R"
"AT2G38840","BraA03g20190R","BraA04g26780R"
"AT2G38880","BraA03g20220R","BraA05g07400R"
"AT2G38920","BraA03g20250R","BraA04g26840R"
"AT2G38950","BraA03g20270R","BraA05g07360R"
"AT2G39110","BraA04g26870R","BraA05g07300R"
"AT2G39130","BraA04g26880R","BraA05g07290R"
"AT2G39340","BraA04g27640R","BraA05g07190R"
"AT2G39360","BraA03g20500R","BraA04g27630R"
"AT2G39390","BraA03g20530R","BraA04g27600R"
"AT2G39420","BraA03g20540R","BraA04g27590R"
"AT2G39450","BraA04g27540R","BraA05g07090R"
"AT2G39510","BraA04g27510R","BraA05g07030R"
"AT2G39518","BraA04g27500R","BraA05g07020R"
"AT2G39560","BraA04g27480R","BraA05g07000R"
"AT2G39705","BraA04g27420R","BraA05g06910R"
"AT2G39720","BraA03g20650R","BraA05g06890R"
"AT2G39750","BraA03g20670R","BraA05g06870R"
"AT2G39805","BraA03g20710R","BraA04g27310R"
"AT2G39840","BraA03g20740R","BraA05g06800R"
"AT2G39855","BraA04g27290R","BraA05g06790R"
"AT2G39980","BraA04g27230R","BraA05g06650R"
"AT2G40020","BraA03g20840R","BraA05g06620R"
"AT2G40090","BraA03g20920R","BraA05g06570R"
"AT2G40095","BraA03g20930R","BraA04g27160R"
"AT2G40113","BraA04g27140R","BraA05g06550R"
"AT2G40120","BraA04g27090R","BraA05g06510R"
"AT2G40130","BraA03g20950R","BraA05g06500R"
"AT2G40140","BraA03g20960R","BraA05g06490R"
"AT2G40190","BraA04g27060R","BraA05g06450R"
"AT2G40200","BraA03g21020R","BraA04g27050R"
"AT2G40220","BraA03g21030R","BraA05g06440R"
"AT2G40250","BraA04g27030R","BraA05g06420R"
"AT2G40280","BraA03g21070R","BraA05g06400R"
"AT2G40320","BraA04g27740R","BraA05g06370R"
"AT2G40360","BraA03g23080R","BraA05g05640R"
"AT2G40370","BraA04g27770R","BraA05g06350R"
"AT2G40380","BraA04g27790R","BraA05g06340R"
"AT2G40435","BraA04g27840R","BraA05g02620R"
"AT2G40490","BraA04g27920R","BraA05g02680R"
"AT2G40520","BraA04g27930R","BraA05g02700R"
"AT2G40650","BraA03g21240R","BraA04g28010R"
"AT2G40730","BraA03g21260R","BraA04g28030R"
"AT2G40830","BraA03g21330R","BraA05g02810R"
"AT2G40850","BraA03g21350R","BraA04g28150R"
"AT2G40930","BraA03g21390R","BraA04g28190R"
"AT2G40980","BraA03g21400R","BraA05g02880R"
"AT2G40990","BraA04g28220R","BraA05g02890R"
"AT2G41130","BraA04g28290R","BraA05g02930R"
"AT2G41140","BraA03g21430R","BraA05g02940R"
"AT2G41180","BraA03g21440R","BraA05g02970R"
"AT2G41210","BraA03g21470R","BraA05g02990R"
"AT2G41220","BraA03g21480R","BraA04g28320R"
"AT2G41225","BraA03g21490R","BraA05g03000R"
"AT2G41300","BraA03g21520R","BraA05g03020R"
"AT2G41370","BraA04g28440R","BraA05g03070R"
"AT2G41410","BraA04g28470R","BraA05g03090R"
"AT2G41430","BraA03g21600R","BraA04g28490R"
"AT2G41460","BraA03g21610R","BraA04g28510R"
"AT2G41480","BraA03g21620R","BraA04g28530R"
"AT2G41510","BraA03g21630R","BraA04g28550R"
"AT2G41630","BraA03g21660R","BraA05g03190R"
"AT2G41740","BraA03g21710R","BraA05g03330R"
"AT2G41840","BraA03g21740R","BraA05g03390R"
"AT2G41850","BraA04g28700R","BraA05g03400R"
"AT2G41900","BraA03g21750R","BraA04g28790R"
"AT2G41905","BraA04g28800R","BraA05g03430R"
"AT2G41945","BraA03g21770R","BraA04g28830R"
"AT2G41980","BraA03g21790R","BraA04g28850R"
"AT2G42070","BraA03g21830R","BraA05g03530R"
"AT2G42080","BraA04g28880R","BraA05g03540R"
"AT2G42200","BraA04g28940R","BraA05g03590R"
"AT2G42210","BraA04g28950R","BraA05g03600R"
"AT2G42280","BraA04g28980R","BraA05g03630R"
"AT2G42320","BraA04g29020R","BraA05g03660R"
"AT2G42380","BraA03g21870R","BraA05g03760R"
"AT2G42400","BraA04g29050R","BraA05g03780R"
"AT2G42410","BraA04g29060R","BraA05g03790R"
"AT2G42490","BraA03g21910R","BraA04g29120R"
"AT2G42580","BraA03g21970R","BraA05g03890R"
"AT2G42600","BraA04g29160R","BraA05g03900R"
"AT2G42670","BraA03g22010R","BraA05g04080R"
"AT2G42680","BraA03g22020R","BraA05g04070R"
"AT2G42690","BraA04g29200R","BraA05g04060R"
"AT2G42810","BraA04g29240R","BraA05g04000R"
"AT2G42820","BraA04g29250R","BraA05g03990R"
"AT2G42840","BraA04g29260R","BraA05g03970R"
"AT2G42880","BraA03g22050R","BraA05g04100R"
"AT2G42910","BraA03g22090R","BraA05g04120R"
"AT2G43010","BraA03g22120R","BraA04g29350R"
"AT2G43050","BraA04g29370R","BraA05g04230R"
"AT2G43060","BraA04g29380R","BraA05g04240R"
"AT2G43070","BraA04g29390R","BraA05g04250R"
"AT2G43080","BraA04g29410R","BraA05g04260R"
"AT2G43090","BraA03g22170R","BraA05g04270R"
"AT2G43130","BraA03g22200R","BraA05g04320R"
"AT2G43240","BraA03g22270R","BraA04g29510R"
"AT2G43290","BraA03g22280R","BraA04g29580R"
"AT2G43320","BraA03g22290R","BraA04g29590R"
"AT2G43330","BraA04g29610R","BraA05g04390R"
"AT2G43360","BraA03g22310R","BraA05g04410R"
"AT2G43520","BraA03g22400R","BraA05g04560R"
"AT2G43535","BraA04g29720R","BraA05g04570R"
"AT2G43570","BraA03g22420R","BraA05g04610R"
"AT2G43610","BraA03g22450R","BraA04g29790R"
"AT2G43620","BraA03g22460R","BraA05g04630R"
"AT2G43650","BraA03g22480R","BraA04g29840R"
"AT2G43690","BraA04g29900R","BraA05g04660R"
"AT2G43710","BraA03g22500R","BraA05g04670R"
"AT2G43760","BraA04g29960R","BraA05g04700R"
"AT2G43800","BraA03g22560R","BraA05g04730R"
"AT2G43860","BraA03g22630R","BraA04g29970R"
"AT2G43890","BraA04g29990R","BraA05g04750R"
"AT2G43950","BraA03g22650R","BraA04g30010R"
"AT2G44000","BraA03g22670R","BraA05g04800R"
"AT2G44010","BraA03g22680R","BraA05g04810R"
"AT2G44040","BraA03g22690R","BraA04g30020R"
"AT2G44060","BraA03g22700R","BraA04g30030R"
"AT2G44065","BraA03g22710R","BraA05g04830R"
"AT2G44130","BraA03g22740R","BraA05g04890R"
"AT2G44160","BraA04g30070R","BraA05g04900R"
"AT2G44200","BraA03g22780R","BraA05g04920R"
"AT2G44280","BraA04g30130R","BraA05g04980R"
"AT2G44370","BraA04g30170R","BraA05g05010R"
"AT2G44380","BraA03g22870R","BraA04g30180R"
"AT2G44570","BraA03g22890R","BraA05g05170R"
"AT2G44680","BraA03g22930R","BraA05g05270R"
"AT2G44770","BraA03g22980R","BraA04g30440R"
"AT2G44790","BraA03g22990R","BraA05g05370R"
"AT2G44800","BraA04g30470R","BraA05g05380R"
"AT2G44830","BraA04g30490R","BraA05g05410R"
"AT2G44840","BraA04g30500R","BraA05g05420R"
"AT2G44910","BraA04g30540R","BraA05g05470R"
"AT2G44950","BraA04g30560R","BraA05g05530R"
"AT2G45060","BraA03g23040R","BraA04g30610R"
"AT2G45070","BraA03g23050R","BraA05g05610R"
"AT2G45080","BraA03g23060R","BraA05g05620R"
"AT2G45120","BraA03g23090R","BraA04g30620R"
"AT2G45130","BraA03g23100R","BraA04g30630R"
"AT2G45180","BraA03g23150R","BraA04g30650R"
"AT2G45200","BraA03g23170R","BraA04g30670R"
"AT2G45260","BraA03g23200R","BraA05g05670R"
"AT2G45300","BraA03g23210R","BraA04g30690R"
"AT2G45340","BraA04g30710R","BraA05g05750R"
"AT2G45360","BraA04g30720R","BraA05g05770R"
"AT2G45400","BraA04g30730R","BraA05g05790R"
"AT2G45410","BraA04g30740R","BraA05g05800R"
"AT2G45420","BraA04g30750R","BraA05g05810R"
"AT2G45430","BraA04g30760R","BraA05g05820R"
"AT2G45450","BraA03g23280R","BraA05g05840R"
"AT2G45470","BraA04g30790R","BraA05g05860R"
"AT2G45500","BraA04g30820R","BraA05g05880R"
"AT2G45520","BraA04g30830R","BraA05g05900R"
"AT2G45640","BraA03g23300R","BraA05g05950R"
"AT2G45650","BraA03g23310R","BraA05g05960R"
"AT2G45670","BraA03g23330R","BraA04g30930R"
"AT2G45680","BraA03g23340R","BraA05g05980R"
"AT2G45690","BraA03g23350R","BraA05g05990R"
"AT2G45695","BraA03g23360R","BraA04g30940R"
"AT2G45750","BraA04g30990R","BraA05g06030R"
"AT2G45770","BraA04g31010R","BraA05g06070R"
"AT2G45860","BraA04g31090R","BraA05g06130R"
"AT2G45910","BraA04g31110R","BraA05g06170R"
"AT2G45950","BraA03g23450R","BraA05g06190R"
"AT2G45960","BraA04g31140R","BraA05g06200R"
"AT2G46000","BraA04g31180R","BraA05g06260R"
"AT2G46040","BraA04g31210R","BraA05g06270R"
"AT2G46140","BraA03g23530R","BraA05g02590R"
"AT2G46220","BraA03g23540R","BraA05g02490R"
"AT2G46260","BraA03g23560R","BraA05g02440R"
"AT2G46280","BraA02g38710R","BraA06g35710R"
"AT2G46300","BraA03g23570R","BraA05g02410R"
"AT2G46330","BraA03g23580R","BraA05g02370R"
"AT2G46340","BraA03g23590R","BraA05g02360R"
"AT2G46370","BraA03g23600R","BraA05g02340R"
"AT2G46490","BraA03g23660R","BraA05g02230R"
"AT2G46500","BraA03g23650R","BraA04g31380R"
"AT2G46550","BraA04g31420R","BraA05g02170R"
"AT2G46630","BraA04g31480R","BraA05g02100R"
"AT2G46660","BraA04g31490R","BraA05g02070R"
"AT2G46680","BraA04g31500R","BraA05g02060R"
"AT2G46690","BraA04g31510R","BraA05g02050R"
"AT2G46710","BraA04g31530R","BraA05g02040R"
"AT2G46735","BraA04g31540R","BraA05g02020R"
"AT2G46770","BraA04g31550R","BraA05g01980R"
"AT2G46780","BraA04g31560R","BraA05g01970R"
"AT2G46790","BraA04g31570R","BraA05g01960R"
"AT2G46800","BraA03g23710R","BraA04g31580R"
"AT2G46900","BraA04g31630R","BraA05g01900R"
"AT2G46960","BraA07g27840R","BraA02g21560R"
"AT2G47000","BraA04g31660R","BraA05g01770R"
"AT2G47170","BraA03g23820R","BraA05g01650R"
"AT2G47180","BraA04g31700R","BraA05g01640R"
"AT2G47190","BraA04g31710R","BraA05g01630R"
"AT2G47200","BraA04g31720R","BraA05g01620R"
"AT2G47210","BraA04g31730R","BraA05g01610R"
"AT2G47270","BraA04g31760R","BraA05g01540R"
"AT2G47350","BraA03g23890R","BraA05g01520R"
"AT2G47400","BraA04g31780R","BraA05g01480R"
"AT2G47420","BraA03g23920R","BraA05g01470R"
"AT2G47460","BraA03g23930R","BraA05g01440R"
"AT2G47470","BraA03g23940R","BraA05g01430R"
"AT2G47485","BraA04g31810R","BraA05g01410R"
"AT2G47560","BraA04g31860R","BraA05g01330R"
"AT2G47620","BraA03g23950R","BraA05g01280R"
"AT2G47670","BraA04g31910R","BraA05g01270R"
"AT2G47710","BraA03g23970R","BraA04g31920R"
"AT2G47760","BraA03g24000R","BraA05g01200R"
"AT2G47770","BraA04g31950R","BraA05g01190R"
"AT2G47810","BraA03g24010R","BraA05g01170R"
"AT2G47880","BraA04g31960R","BraA05g01150R"
"AT2G48060","BraA04g32030R","BraA05g01080R"
"AT3G01040","BraA03g30270R","BraA05g37970R"
"AT3G01070","BraA01g36200R","BraA05g37980R"
"AT3G01090","BraA01g36220R","BraA05g38000R"
"AT3G01100","BraA03g30240R","BraA05g38010R"
"AT3G01140","BraA01g36230R","BraA05g38040R"
"AT3G01180","BraA01g36250R","BraA05g38090R"
"AT3G01270","BraA03g30180R","BraA01g36430R"
"AT3G01280","BraA03g30170R","BraA01g36440R"
"AT3G01290","BraA03g30160R","BraA05g40480R"
"AT3G01300","BraA01g36450R","BraA05g40490R"
"AT3G01390","BraA03g30140R","BraA05g40580R"
"AT3G01435","BraA01g36270R","BraA05g40600R"
"AT3G01530","BraA03g30090R","BraA05g40700R"
"AT3G01540","BraA03g30080R","BraA01g36340R"
"AT3G02090","BraA01g36160R","BraA05g37950R"
"AT3G02110","BraA01g36150R","BraA05g37900R"
"AT3G02130","BraA03g30320R","BraA01g36090R"
"AT3G02140","BraA03g30330R","BraA05g40180R"
"AT3G02160","BraA03g30350R","BraA05g40230R"
"AT3G02170","BraA03g30360R","BraA05g40220R"
"AT3G02180","BraA03g30380R","BraA01g36140R"
"AT3G02200","BraA03g30390R","BraA05g40260R"
"AT3G02310","BraA01g36040R","BraA05g40340R"
"AT3G02360","BraA01g35990R","BraA05g40360R"
"AT3G02380","BraA03g30460R","BraA01g36000R"
"AT3G02580","BraA03g30580R","BraA01g35810R"
"AT3G02600","BraA03g30610R","BraA05g40440R"
"AT3G02730","BraA01g35660R","BraA05g39830R"
"AT3G02760","BraA03g30670R","BraA01g35860R"
"AT3G02810","BraA03g30700R","BraA05g39770R"
"AT3G02840","BraA03g30730R","BraA05g39750R"
"AT3G02850","BraA03g30720R","BraA05g39740R"
"AT3G02940","BraA01g35500R","BraA05g39720R"
"AT3G02970","BraA03g30760R","BraA05g39690R"
"AT3G03050","BraA01g35420R","BraA05g39670R"
"AT3G03100","BraA01g35390R","BraA05g39620R"
"AT3G03110","BraA01g35380R","BraA05g39610R"
"AT3G03150","BraA03g30800R","BraA05g39590R"
"AT3G03160","BraA03g30810R","BraA05g39580R"
"AT3G03250","BraA01g35320R","BraA05g39510R"
"AT3G03380","BraA01g35290R","BraA05g39420R"
"AT3G03430","BraA03g30840R","BraA05g39400R"
"AT3G03550","BraA03g30870R","BraA01g35220R"
"AT3G03660","BraA01g35160R","BraA05g39230R"
"AT3G03760","BraA03g31000R","BraA01g35070R"
"AT3G03770","BraA03g31010R","BraA05g39200R"
"AT3G03800","BraA01g35010R","BraA05g39160R"
"AT3G03810","BraA03g31030R","BraA01g35000R"
"AT3G03910","BraA01g34950R","BraA05g39040R"
"AT3G03940","BraA01g34930R","BraA05g39010R"
"AT3G03990","BraA01g34840R","BraA05g38980R"
"AT3G04060","BraA01g34770R","BraA05g38930R"
"AT3G04070","BraA01g34760R","BraA05g38920R"
"AT3G04080","BraA01g34750R","BraA05g38910R"
"AT3G04090","BraA01g34740R","BraA05g38890R"
"AT3G04120","BraA03g31100R","BraA01g34700R"
"AT3G04230","BraA03g31130R","BraA01g34690R"
"AT3G04300","BraA03g31160R","BraA01g34640R"
"AT3G04510","BraA03g31260R","BraA01g34600R"
"AT3G04630","BraA03g31340R","BraA05g38870R"
"AT3G04730","BraA01g34480R","BraA05g38820R"
"AT3G04790","BraA01g34460R","BraA05g38750R"
"AT3G04840","BraA03g31450R","BraA05g38730R"
"AT3G04910","BraA03g31490R","BraA05g38680R"
"AT3G04920","BraA01g34410R","BraA05g38670R"
"AT3G04940","BraA03g31500R","BraA05g38660R"
"AT3G05155","BraA01g34400R","BraA05g38430R"
"AT3G05200","BraA03g31620R","BraA05g38390R"
"AT3G05270","BraA03g31660R","BraA05g38320R"
"AT3G05530","BraA03g31760R","BraA05g38150R"
"AT3G05545","BraA03g31770R","BraA05g38130R"
"AT3G05580","BraA03g31790R","BraA05g37860R"
"AT3G05610","BraA03g31810R","BraA05g37830R"
"AT3G05670","BraA03g31830R","BraA05g37810R"
"AT3G05690","BraA03g31860R","BraA05g37800R"
"AT3G05770","BraA03g31870R","BraA05g37730R"
"AT3G05870","BraA02g41890R","BraA06g31630R"
"AT3G05880","BraA03g31940R","BraA05g37450R"
"AT3G05910","BraA03g31960R","BraA05g37440R"
"AT3G05920","BraA01g34190R","BraA05g37430R"
"AT3G05936","BraA02g42220R","BraA06g31550R"
"AT3G05950","BraA01g34210R","BraA05g37390R"
"AT3G05970","BraA03g32020R","BraA05g37370R"
"AT3G05975","BraA01g34240R","BraA05g37360R"
"AT3G05980","BraA01g34250R","BraA05g37350R"
"AT3G05990","BraA01g34260R","BraA05g37340R"
"AT3G06020","BraA03g32030R","BraA05g37320R"
"AT3G06035","BraA03g32040R","BraA01g34280R"
"AT3G06060","BraA03g32070R","BraA05g37290R"
"AT3G06120","BraA03g32100R","BraA01g34300R"
"AT3G06130","BraA03g32110R","BraA05g39910R"
"AT3G06150","BraA03g32120R","BraA05g39940R"
"AT3G06290","BraA03g32180R","BraA05g40030R"
"AT3G06300","BraA03g32190R","BraA05g40040R"
"AT3G06470","BraA01g33970R","BraA05g35800R"
"AT3G06590","BraA01g33920R","BraA05g35890R"
"AT3G06790","BraA03g32430R","BraA01g33690R"
"AT3G06850","BraA03g32460R","BraA01g33650R"
"AT3G06890","BraA03g32520R","BraA05g36090R"
"AT3G07130","BraA01g33490R","BraA05g37160R"
"AT3G07200","BraA01g33470R","BraA05g37080R"
"AT3G07300","BraA01g33400R","BraA05g37010R"
"AT3G07310","BraA01g33390R","BraA05g37000R"
"AT3G07320","BraA03g32730R","BraA05g36990R"
"AT3G07350","BraA01g33380R","BraA05g36970R"
"AT3G07425","BraA03g32780R","BraA05g36850R"
"AT3G07490","BraA03g32810R","BraA01g33320R"
"AT3G07600","BraA03g32880R","BraA05g36710R"
"AT3G07630","BraA03g32890R","BraA05g36690R"
"AT3G07970","BraA03g33040R","BraA05g36440R"
"AT3G08500","BraA03g33080R","BraA05g36380R"
"AT3G08530","BraA03g33110R","BraA05g36360R"
"AT3G08600","BraA03g33790R","BraA05g36330R"
"AT3G08770","BraA03g33730R","BraA05g36160R"
"AT3G08850","BraA03g33700R","BraA05g35740R"
"AT3G09180","BraA03g33610R","BraA05g35590R"
"AT3G09350","BraA03g33440R","BraA05g35400R"
"AT3G09400","BraA03g33380R","BraA05g35350R"
"AT3G09410","BraA03g33370R","BraA05g35340R"
"AT3G09760","BraA03g33260R","BraA05g35120R"
"AT3G09830","BraA01g33270R","BraA05g35070R"
"AT3G09890","BraA03g33220R","BraA05g34990R"
"AT3G10060","BraA03g33160R","BraA05g34890R"
"AT3G10250","BraA01g33140R","BraA05g34700R"
"AT3G10260","BraA01g33130R","BraA05g34690R"
"AT3G10290","BraA01g33120R","BraA05g34670R"
"AT3G10350","BraA01g33070R","BraA05g34630R"
"AT3G10410","BraA03g33860R","BraA05g34590R"
"AT3G10430","BraA03g33870R","BraA01g33030R"
"AT3G10470","BraA01g33000R","BraA05g34530R"
"AT3G10520","BraA01g32950R","BraA05g34490R"
"AT3G10530","BraA01g32920R","BraA05g34470R"
"AT3G10572","BraA03g33930R","BraA05g34440R"
"AT3G10650","BraA03g33960R","BraA01g32810R"
"AT3G10660","BraA03g33970R","BraA05g34380R"
"AT3G10680","BraA01g32800R","BraA05g34360R"
"AT3G10710","BraA03g33990R","BraA01g32770R"
"AT3G10740","BraA03g34000R","BraA01g32750R"
"AT3G10760","BraA01g32720R","BraA05g34320R"
"AT3G10815","BraA03g34060R","BraA05g34270R"
"AT3G10870","BraA01g32660R","BraA05g34220R"
"AT3G10890","BraA03g34090R","BraA01g32650R"
"AT3G10915","BraA01g32630R","BraA05g34200R"
"AT3G10920","BraA01g32620R","BraA05g34190R"
"AT3G10960","BraA01g32590R","BraA05g34160R"
"AT3G10985","BraA03g34100R","BraA05g34120R"
"AT3G10986","BraA03g34110R","BraA01g32580R"
"AT3G11070","BraA03g34160R","BraA05g34060R"
"AT3G11100","BraA01g32540R","BraA05g34040R"
"AT3G11110","BraA03g34170R","BraA05g34030R"
"AT3G11180","BraA01g32500R","BraA05g33990R"
"AT3G11210","BraA01g32480R","BraA05g33960R"
"AT3G11280","BraA01g32450R","BraA05g33900R"
"AT3G11330","BraA03g34250R","BraA05g33870R"
"AT3G11410","BraA01g32390R","BraA05g33820R"
"AT3G11430","BraA01g32370R","BraA05g33800R"
"AT3G11480","BraA03g34320R","BraA05g33730R"
"AT3G11490","BraA01g32350R","BraA05g33720R"
"AT3G11500","BraA01g32340R","BraA05g33710R"
"AT3G11530","BraA03g34350R","BraA05g33690R"
"AT3G11540","BraA03g34360R","BraA05g33680R"
"AT3G11550","BraA01g32310R","BraA05g33670R"
"AT3G11590","BraA03g34400R","BraA05g33630R"
