CHR,STAR,END,STRAND,BRA,Ath_ortho,Copies,BLK,B.oleracea_ortho,NonSynt_Pattern
A01,10323559,10325750,+,BraA01g16190R,AT3G49180,1,M,Bo1g078690,
A01,10327062,10327972,NS,BraA01g16200R,NS,0,M,Bo1g078710,
A01,10328674,10329002,-,BraA01g16210R,AT3G49200,5,M,Bo8g077590,
A01,10329782,10331872,-,BraA01g16220R,AT3G49200,5,M,Bo8g077590,
A01,10339038,10343746,-,BraA01g16230R,AT3G49210,3,M,Bo1g078730,
A01,10350972,10351999,NS,BraA01g16240R,NS,0,M,NA,
A01,10357382,10358134,NS,BraA01g16250R,NS,0,M,Bo5g021940,
A01,10361018,10363668,NS,BraA01g16260R,NS,0,M,NA,
A01,10371635,10375941,+,BraA01g16270R,AT3G49220,3,M,Bo8g077610,
A01,10381444,10383384,+,BraA01g16280R,AT3G49240,6,M,Bo1g078800,
A01,10411993,10412915,NS,BraA01g16290R,NS,0,M,NA,
A01,10419165,10420769,NS,BraA01g16300R,NS,0,M,NA,
A01,10426435,10426698,NS,BraA01g16310R,NS,0,M,Bo3g122230,
A01,10433429,10436567,NS,BraA01g16320R,NS,0,M,NA,
A01,10446070,10447216,-,BraA01g16330R,AT3G49340,3,M,Bo3g109630,
A01,10446852,10447371,-,BraA01g16340R,AT3G49340,3,M,Bo3g109630,
A01,10463383,10466093,-,BraA01g16350R,AT3G49350,1,M,Bo1g078870,
A01,10506569,10507949,-,BraA01g16360R,AT3G49360,2,M,Bo1g078910,
A01,10529476,10532399,-,BraA01g16370R,NA,0,M,Bo1g078950,
A01,10534454,10537238,NS,BraA01g16380R,NS,0,M,Bo00955s020,
A01,10545864,10550938,-,BraA01g16390R,AT3G49400,1,M,Bo1g078990,
A01,10551217,10555495,+,BraA01g16400R,AT3G49410,1,M,Bo1g079000,
A01,10555638,10558584,+,BraA01g16410R,AT3G49430,3,M,Bo1g079010,
A01,10563788,10566802,NS,BraA01g16420R,AT3G49490,3,M,NA,
A01,10577461,10582185,-,BraA01g16430R,AT3G49500,1,M,Bo1g079030,
A01,10586268,10587455,NS,BraA01g16440R,NS,0,M,Bo9g157500,
A01,10592659,10597988,+,BraA01g16450R,AT3G17700,5,M,Bo1g119310,
A01,10604380,10605431,+,BraA01g16460R,AT3G20620,1,M,NA,
A01,10606241,10607618,NS,BraA01g16470R,NS,0,M,NA,
A01,10627135,10627626,NS,BraA01g16480R,NS,0,M,Bo3g044490,
A01,10640813,10641241,+,BraA01g16490R,AT3G49550,2,M,NA,
A01,10643046,10643441,NS,BraA01g16500R,NS,0,M,NA,
A01,10651229,10651459,NS,BraA01g16510R,NS,0,M,Bo3g068390,
A01,10651979,10652771,NS,BraA01g16520R,NS,0,M,NA,
A01,10658703,10660635,NS,BraA01g16530R,NS,0,M,Bo8g033810,
A01,10668957,10672586,+,BraA01g16540R,AT3G49630,1,M,Bo8g077920,
A01,10678552,10680213,NS,BraA01g16550R,NS,0,M,NA,
A01,10682557,10683709,NS,BraA01g16560R,NS,0,M,Bo1g078720,
A01,10683960,10684426,NS,BraA01g16570R,NS,0,M,Bo1g078720,
A01,10684440,10688167,NS,BraA01g16580R,NS,0,M,Bo1g078720,
A01,10695316,10697989,+,BraA01g16590R,AT3G49680,2,M,Bo1g080200,
A01,10701222,10703235,-,BraA01g16600R,AT3G49720,1,M,NA,
A01,10705862,10706701,-,BraA01g16610R,AT3G49750,1,M,Bo1g080180,
A01,10707679,10720957,NS,BraA01g16620R,NS,0,M,Bo1g078710,
A01,10719482,10720454,NS,BraA01g16630R,NS,0,M,NA,
A01,10743425,10744489,+,BraA01g16640R,AT3G49780,2,M,Bo1g080130,
A01,10746298,10746896,NS,BraA01g16650R,NS,0,NA,Bo5g131560,
A01,10746908,10748325,NS,BraA01g16660R,NS,0,NA,Bo5g131560,
A01,10748145,10748752,NS,BraA01g16670R,NS,0,NA,Bo5g131560,
A01,10748786,10749868,NS,BraA01g16680R,NS,0,NA,Bo9g161460,
A01,10758095,10759606,-,BraA01g16690R,AT3G49790,3,N,NA,
A01,10758385,10759431,-,BraA01g16700R,AT3G49790,3,N,NA,
A01,10761396,10763347,-,BraA01g16710R,AT3G49800,1,N,Bo1g080100,
A01,10769062,10770393,-,BraA01g16720R,AT3G49810,1,N,Bo1g081270,
A01,10778134,10778535,+,BraA01g16730R,AT3G49820,1,N,NA,
A01,10790486,10791725,+,BraA01g16740R,AT3G49845,2,N,Bo1g081290,
A01,10793747,10796217,+,BraA01g16750R,AT3G49850,2,N,Bo1g081300,
A01,10794515,10798252,+,BraA01g16760R,AT3G49850,2,N,Bo1g081300,
A01,10798131,10800560,+,BraA01g16770R,AT3G49880,2,N,Bo1g081320,
A01,10802713,10804908,-,BraA01g16780R,AT3G49900,2,N,Bo1g081330,
A01,10806492,10806932,+,BraA01g16790R,AT3G49910,3,N,Bo1g081340,
A01,10811188,10811856,+,BraA01g16800R,AT3G49930,2,N,Bo1g081350,
A01,10821345,10823828,+,BraA01g16810R,AT3G50000,4,N,Bo1g082420,
A01,10827851,10829527,-,BraA01g16820R,AT3G50030,1,N,Bo1g082450,
A01,10832040,10835608,NS,BraA01g16830R,NS,0,N,Bo8g038180,
A01,10837876,10840052,-,BraA01g16840R,AT3G50040,2,N,NA,
A01,10846051,10849428,-,BraA01g16850R,AT3G50050,2,N,NA,
A01,10854542,10855549,-,BraA01g16860R,AT3G50060,3,N,Bo1g082480,
A01,10867867,10868246,NS,BraA01g16870R,NS,0,N,NA,
A01,10869668,10873510,NS,BraA01g16880R,NS,0,N,NA,
A01,10873728,10875348,-,BraA01g16890R,AT3G50070,3,N,Bo1g083500,
A01,10897158,10898696,+,BraA01g16900R,AT3G50080,1,N,Bo1g083530,
A01,10900488,10902670,+,BraA01g16910R,AT3G50100,2,N,Bo7g063900,
A01,10904660,10909812,NS,BraA01g16920R,NS,0,N,NA,
A01,10948683,10951551,+,BraA01g16940R,AT3G50230,1,N,Bo1g084610,
A01,10955668,10956548,NS,BraA01g16950R,NS,0,N,NA,
A01,10959198,10964121,+,BraA01g16960R,AT3G50270,2,N,Bo7g032890,
A01,10968302,10969321,-,BraA01g16970R,AT3G50310,2,N,Bo8g079690,
A01,10970334,10972290,NS,BraA01g16980R,NS,0,N,Bo4g120260,
A01,10972624,10973344,NS,BraA01g16990R,NS,0,N,Bo01110s030,
A01,10979709,10980401,-,BraA01g17000R,AT3G50330,2,N,Bo1g084640,
A01,10988898,10992080,NS,BraA01g17010R,NS,0,N,Bo9g098680,
A01,11014392,11015606,-,BraA01g17020R,AT3G50340,2,N,NA,
A01,11027589,11028482,NS,BraA01g17030R,NS,0,N,Bo3g076020,
A01,11030289,11032250,+,BraA01g17040R,NA,0,N,Bo4g119650,
A01,11046791,11048480,+,BraA01g17050R,AT3G50360,1,N,Bo1g084700,
A01,11050281,11064884,-,BraA01g17070R,AT3G50380,1,N,Bo1g084720,
A01,11075156,11077430,+,BraA01g17080R,AT3G50400,3,N,Bo1g084730,
A01,11084295,11088523,+,BraA01g17090R,AT3G50410,3,N,Bo1g084780,
A01,11089943,11093901,+,BraA01g17100R,AT3G50430,1,N,NA,
A01,11104051,11105114,-,BraA01g17120R,AT3G50510,1,N,Bo1g084820,
A01,11111730,11112630,NS,BraA01g17130R,NS,0,N,Bo3g008730,
A01,11123330,11124780,+,BraA01g17150R,AT3G50520,2,N,Bo1g084830,
A01,11128309,11131375,+,BraA01g17160R,AT3G50530,2,N,Bo1g084850,
A01,11132585,11133245,NS,BraA01g17170R,NS,0,N,NA,
A01,11139876,11143503,-,BraA01g17180R,AT3G50560,3,N,Bo1g084870,
A01,11144755,11145639,-,BraA01g17190R,AT3G50560,3,N,Bo1g084870,
A01,11150298,11151313,NS,BraA01g17200R,NS,0,N,NA,
A01,11172329,11173372,-,BraA01g17210R,AT3G50570,2,N,Bo8g080000,
A01,11174337,11175404,-,BraA01g17220R,AT3G50580,2,N,NA,
A01,11182332,11183355,NS,BraA01g17230R,NS,0,N,Bo9g157500,
A01,11186835,11188342,+,BraA01g17240R,NA,0,N,Bo1g021700,
A01,11199624,11200199,-,BraA01g17250R,AT3G50610,2,N,NA,
A01,11220156,11224411,-,BraA01g17260R,AT3G50660,2,N,Bo01514s010,
A01,11283748,11285667,NS,BraA01g17270R,NS,0,N,Bo8g051000,
A01,11299569,11300979,NS,BraA01g17280R,NS,0,N,Bo8g051000,
A01,11312267,11313501,-,BraA01g17290R,AT3G50740,3,N,Bo7g099440,
A01,11319775,11320077,NS,BraA01g17300R,NS,0,N,Bo4g027220,
A01,11320206,11320947,NS,BraA01g17310R,NS,0,N,Bo4g027220,
A01,11322323,11322502,NS,BraA01g17320R,NS,0,N,Bo2g083800,
A01,11338773,11340221,-,BraA01g17340R,AT3G50740,3,N,Bo1g062660,
A01,11349201,11352146,-,BraA01g17350R,AT3G50820,3,N,Bo1g062650,
A01,11370053,11372143,NS,BraA01g17360R,NS,0,N,NA,
A01,11373438,11373779,+,BraA01g17370R,AT3G50900,4,N,NA,
A01,11376339,11383543,+,BraA01g17380R,AT3G50910,4,N,NA,
A01,11423072,11427056,NS,BraA01g17400R,NS,0,N,NA,
A01,11434369,11439050,NS,BraA01g17410R,NS,0,N,Bo8g050230,
A01,11447482,11448888,+,BraA01g17430R,AT3G50930,4,N,Bo1g060570,
A01,11448955,11453049,-,BraA01g17440R,AT3G51000,3,N,Bo7g100660,
A01,11456315,11456668,-,BraA01g17450R,NA,0,N,NA,
A01,11457660,11459003,-,BraA01g17460R,AT3G51040,1,N,Bo1g060540,
A01,11497103,11499529,+,BraA01g17470R,AT3G51060,2,N,Bo1g060520,
A01,11508162,11512223,+,BraA01g17480R,AT3G51070,2,N,Bo1g060490,
A01,11523838,11525572,+,BraA01g17490R,AT3G51080,2,N,Bo1g060480,
A01,11528236,11530407,-,BraA01g17500R,AT3G51090,2,N,Bo1g060470,
A01,11538635,11539591,+,BraA01g17510R,AT3G51110,1,N,Bo1g059380,
A01,11562880,11563602,NS,BraA01g17520R,NS,0,N,NA,
A01,11568373,11574673,-,BraA01g17530R,AT3G58980,1,N,NA,
A01,11576270,11578469,+,BraA01g17540R,AT3G51140,1,N,Bo1g059350,
A01,11579194,11580276,-,BraA01g17550R,AT3G51160,3,N,Bo1g059340,
A01,11593462,11594731,-,BraA01g17560R,AT3G51230,1,N,NA,
A01,11596409,11599688,+,BraA01g17570R,AT3G51270,3,N,Bo1g059280,
A01,11599935,11600932,+,BraA01g17580R,AT3G51280,2,N,Bo7g100880,
A01,11602130,11603175,+,BraA01g17590R,AT3G51290,3,N,Bo1g059260,
A01,11631259,11633503,+,BraA01g17600R,AT3G51370,2,N,Bo1g059240,
A01,11637447,11640468,+,BraA01g17610R,AT3G51390,2,N,Bo8g081580,
A01,11639616,11640452,-,BraA01g17620R,AT3G51400,3,N,Bo7g100940,
A01,11648443,11654961,+,BraA01g17630R,AT3G51420,1,N,Bo1g059180,
A01,11659467,11664031,+,BraA01g17640R,AT3G51460,2,N,Bo8g081540,
A01,11665611,11667012,-,BraA01g17650R,AT3G51470,2,N,Bo1g059150,
A01,11667783,11670400,-,BraA01g17660R,AT3G51490,2,N,Bo1g059140,
A01,11673154,11675515,NS,BraA01g17670R,NS,0,N,NA,
A01,11677942,11678747,+,BraA01g17680R,AT3G51500,1,N,NA,
A01,11678836,11680248,+,BraA01g17690R,AT3G51510,2,N,NA,
A01,11680395,11682407,+,BraA01g17700R,AT3G51520,2,N,Bo1g059110,
A01,11683554,11686253,-,BraA01g17710R,AT3G51550,3,N,Bo1g059100,
A01,11687249,11689546,NS,BraA01g17720R,AT3G51580,2,N,NA,
A01,11691064,11692111,-,BraA01g17730R,AT3G51590,2,N,Bo7g101000,
A01,11703262,11704664,-,BraA01g17740R,AT3G51600,3,N,Bo1g059060,
A01,11707510,11709996,-,BraA01g17750R,AT3G51610,2,N,NA,
A01,11712963,11719770,NS,BraA01g17760R,NS,0,N,Bo4g149610,
A01,11720606,11725008,NS,BraA01g17770R,NS,0,N,Bo5g085040,
A01,11725011,11725431,NS,BraA01g17780R,NS,0,N,Bo5g085040,
A01,11732122,11736537,+,BraA01g17790R,AT3G51620,1,N,Bo4g012650,
A01,11739941,11742885,+,BraA01g17800R,AT3G51740,1,N,Bo1g059020,
A01,11764877,11770517,-,BraA01g17810R,AT3G51750,1,N,NA,
A01,11775004,11783232,-,BraA01g17820R,AT3G51820,1,N,Bo8g081240,
A01,11779031,11780360,+,BraA01g17830R,AT3G51810,1,N,Bo8g081240,
A01,11784543,11785922,NS,BraA01g17840R,NS,0,NA,NA,
A01,11793349,11797572,+,BraA01g17860R,AT3G51830,1,N,Bo1g058970,
A01,11827320,11829235,NS,BraA01g17900R,NS,0,NA,NA,
A01,11832229,11836802,+,BraA01g17910R,AT4G14570,3,T,Bo1g058910,
A01,11846324,11847655,-,BraA01g17920R,AT4G14580,2,T,Bo1g058890,
A01,11860816,11862114,-,BraA01g17930R,AT4G14580,2,T,Bo1g058860,
A01,11875729,11878137,+,BraA01g17940R,AT4G13820,5,T,Bo1g058820,
A01,11880334,11882562,+,BraA01g17950R,AT4G14605,1,T,Bo1g057760,
A01,11898324,11900775,-,BraA01g17960R,AT4G14620,1,T,Bo1g057750,
A01,11915518,11916894,NS,BraA01g17980R,AT4G14650,1,T,NA,
A01,11919714,11923189,-,BraA01g17990R,AT4G25000,1,T,Bo1g057710,
A01,11924115,11926018,+,BraA01g18000R,NA,0,T,Bo6g118920,
A01,11929354,11931318,-,BraA01g18010R,AT4G14680,1,T,Bo1g057690,
A01,11937000,11938311,+,BraA01g18020R,AT4G14690,1,T,Bo1g057530,
A01,11938261,11939941,-,BraA01g18030R,NA,0,T,NA,
A01,11941423,11943348,-,BraA01g18040R,AT4G14710,1,T,Bo1g057540,
A01,11943956,11946834,-,BraA01g18050R,AT4G14720,2,T,Bo1g057550,
A01,11952883,11956410,NS,BraA01g18060R,NS,0,T,NA,
A01,11969778,11970739,+,BraA01g18070R,AT4G14723,1,T,NA,
A01,11974321,11976789,NS,BraA01g18080R,NS,0,T,Bo4g027220,
A01,11987857,11992769,NS,BraA01g18100R,NS,0,T,Bo6g010850,
A01,12024709,12025555,NS,BraA01g18110R,NS,0,T,NA,
A01,12031415,12032851,+,BraA01g18120R,AT4G14730,1,T,Bo1g057620,
A01,12034508,12035041,NS,BraA01g18130R,NS,0,T,NA,
A01,12035437,12039390,-,BraA01g18140R,AT4G14740,2,T,Bo1g057630,
A01,12055392,12058460,-,BraA01g18150R,AT4G32830,3,T,Bo3g171080,
A01,12059639,12061735,-,BraA01g18160R,AT4G14746,2,T,NA,
A01,12113846,12115251,+,BraA01g18190R,AT4G14750,2,T,Bo1g057490,
A01,12131647,12138605,+,BraA01g18200R,AT4G14760,2,T,Bo1g057480,
A01,12132649,12141705,+,BraA01g18210R,AT4G14760,2,T,Bo1g057480,
A01,12149259,12150877,NS,BraA01g18220R,NS,0,T,Bo9g071700,
A01,12186079,12190628,-,BraA01g18240R,AT4G14790,1,T,Bo1g057410,
A01,12190023,12192054,-,BraA01g18250R,NA,0,T,Bo1g057400,
A01,12192130,12193090,+,BraA01g18260R,AT4G14815,2,T,Bo5g094620,
A01,12197682,12198002,+,BraA01g18270R,AT4G14819,2,T,Bo1g057390,
A01,12208968,12211591,-,BraA01g18280R,AT4G14820,1,T,Bo1g057380,
A01,12213402,12215821,NS,BraA01g18290R,NS,0,T,NA,
A01,12217862,12219880,NS,BraA01g18300R,NS,0,T,NA,
A01,12224179,12226276,NS,BraA01g18310R,NS,0,T,NA,
A01,12238546,12239187,+,BraA01g18320R,AT4G14860,1,T,Bo1g057370,
A01,12239302,12243615,-,BraA01g18330R,AT4G14880,2,T,Bo1g057360,
A01,12239347,12239868,+,BraA01g18340R,AT4G14870,1,T,NA,
A01,12242892,12243347,+,BraA01g18350R,AT4G14890,1,T,Bo1g057350,
A01,12243979,12246340,NS,BraA01g18360R,NS,0,NA,NA,
A01,12482065,12483858,NS,BraA01g18380R,NS,0,NA,Bo8g051000,
A01,12514767,12515335,NS,BraA01g18390R,NS,0,NA,NA,
A01,12516639,12517232,NS,BraA01g18400R,NS,0,NA,NA,
A01,12519252,12521001,NS,BraA01g18410R,NS,0,NA,NA,
A01,12522226,12522543,NS,BraA01g18420R,NS,0,NA,NA,
A01,12522571,12523036,NS,BraA01g18430R,NS,0,NA,NA,
A01,12544247,12544996,NS,BraA01g18440R,NS,0,NA,Bo7g113810,
A01,12548728,12551776,+,BraA01g18450R,AT1G54450,1,C,Bo1g086070,
A01,12552239,12556751,-,BraA01g18460R,AT1G54440,1,C,Bo1g086080,
A01,12604930,12605528,NS,BraA01g18480R,NS,0,C,NA,
A01,12606931,12607284,NS,BraA01g18490R,NS,0,C,NA,
A01,12649992,12651916,NS,BraA01g18500R,NS,0,C,Bo8g051000,
A01,12672760,12674705,-,BraA01g18510R,AT1G54650,1,C,Bo1g086120,
A01,12703879,12705701,+,BraA01g18520R,AT1G54680,1,C,NA,
A01,12707374,12711353,-,BraA01g18530R,AT1G54710,2,C,Bo1g086180,
A01,12818111,12818648,NS,BraA01g18540R,NS,0,C,Bo8g051000,
A01,12819243,12820502,NS,BraA01g18550R,NS,0,C,Bo8g051000,
A01,12828479,12838577,+,BraA01g18560R,AT1G54730,1,C,Bo02070s010,
A01,12844330,12845763,+,BraA01g18570R,AT1G54780,1,C,Bo1g086190,
A01,12848428,12851838,NS,BraA01g18580R,NS,0,C,NA,
A01,12859202,12860887,-,BraA01g18590R,AT1G54840,1,C,NA,
A01,12882137,12884441,NS,BraA01g18600R,NS,0,C,NA,
A01,12891495,12892464,+,BraA01g18610R,AT1G54850,1,C,NA,
A01,12900080,12901704,+,BraA01g18620R,AT1G54870,1,C,Bo1g086230,
A01,12903765,12905902,+,BraA01g18630R,AT1G54990,1,C,Bo1g086260,
A01,12908945,12910476,NS,BraA01g18650R,NS,0,C,NA,
A01,12910927,12911837,NS,BraA01g18660R,NS,0,C,Bo7g065440,
A01,12978665,12984316,+,BraA01g18670R,AT1G55020,1,C,Bo00581s150,
A01,12993485,12996864,+,BraA01g18680R,AT1G55050,1,C,NA,
A01,13005244,13010080,-,BraA01g18690R,AT1G56230,2,D,Bo00581s120,
A01,13009134,13012537,-,BraA01g18700R,AT1G56230,2,D,Bo00581s120,
A01,13014743,13015203,NS,BraA01g18710R,NS,0,D,NA,
A01,13023831,13025906,NS,BraA01g18720R,NS,0,D,Bo2g079090,
A01,13026947,13027484,NS,BraA01g18730R,NS,0,D,Bo2g079090,
A01,13027672,13030070,NS,BraA01g18740R,NS,0,D,Bo2g079090,
A01,13033830,13037524,-,BraA01g18750R,AT1G56250,1,D,Bo00581s080,
A01,13049486,13054802,NS,BraA01g18760R,NS,0,D,NA,
A01,13057342,13058770,NS,BraA01g18770R,NS,0,D,NA,
A01,13065967,13068665,-,BraA01g18780R,AT1G56260,1,D,NA,
A01,13075550,13075957,NS,BraA01g18790R,NS,0,D,Bo3g107850,
A01,13085082,13086659,-,BraA01g18800R,AT1G56300,1,D,Bo6g112630,
A01,13094964,13097370,+,BraA01g18810R,AT1G56330,2,D,Bo00581s010,
A01,13117125,13123556,-,BraA01g18830R,AT1G56340,2,D,Bo1g087310,
A01,13127358,13128824,NS,BraA01g18840R,NS,0,D,NA,
A01,13129067,13130468,-,BraA01g18850R,AT1G56420,1,D,NA,
A01,13132278,13133083,NS,BraA01g18860R,NS,0,D,NA,
A01,13144189,13144686,NS,BraA01g18870R,NS,0,D,NA,
A01,13146318,13147361,NS,BraA01g18880R,NS,0,D,NA,
A01,13169465,13170433,+,BraA01g18890R,AT1G56430,1,D,Bo1g087340,
A01,13181255,13184349,-,BraA01g18900R,AT1G56440,1,D,Bo1g087350,
A01,13185055,13187198,+,BraA01g18910R,AT1G56450,4,D,Bo1g087360,
A01,13194228,13197281,+,BraA01g18920R,AT1G56460,1,D,Bo1g087370,
A01,13198156,13205548,NS,BraA01g18930R,NS,0,D,Bo9g052130,
A01,13209807,13212456,NS,BraA01g18940R,NS,0,D,Bo4g087020,
A01,13212463,13213781,NS,BraA01g18950R,NS,0,D,Bo4g087020,
A01,13214886,13215624,NS,BraA01g18960R,NS,0,D,NA,
A01,13235930,13238096,NS,BraA01g18970R,AT1G65660,4,D,NA,
A01,13240834,13241785,NS,BraA01g18980R,NS,0,D,NA,
A01,13244398,13245212,-,BraA01g18990R,AT1G56580,3,D,Bo9g054590,
A01,13309972,13310697,NS,BraA01g19060R,NS,0,X,Bo7g045570,
A01,13321274,13323145,NS,BraA01g19070R,NS,0,X,NA,
A01,13326911,13327698,NS,BraA01g19080R,NS,0,X,NA,
A01,13334154,13334351,-,BraA01g19090R,NA,0,X,Bo7g098960,
A01,13334466,13335924,-,BraA01g19100R,NA,0,X,Bo7g098960,
A01,13335682,13343113,NS,BraA01g19110R,NS,0,X,Bo3g092120,
A01,13365078,13368553,NS,BraA01g19120R,NS,0,X,Bo2g057930,
A01,13407800,13408009,-,BraA01g19130R,NA,0,X,Bo7g098960,
A01,13408846,13409241,-,BraA01g19140R,NA,0,X,Bo7g098960,
A01,13409250,13409474,-,BraA01g19150R,NA,0,X,Bo7g098960,
A01,13409766,13410105,-,BraA01g19160R,NA,0,X,Bo7g098960,
A01,13419408,13420013,-,BraA01g19170R,NA,0,X,Bo7g098960,
A01,13426606,13427742,NS,BraA01g19190R,NS,0,NA,NA,
A01,13427835,13430262,NS,BraA01g19200R,NS,0,NA,Bo1g087490,
A01,13430276,13430675,NS,BraA01g19210R,NS,0,NA,Bo1g087490,
A01,13461962,13463073,NS,BraA01g19220R,NS,0,NA,Bo8g051000,
A01,13463118,13463754,NS,BraA01g19230R,NS,0,NA,Bo8g051000,
A01,13486014,13486338,NS,BraA01g19240R,NS,0,NA,Bo2g012320,
A01,13503775,13504008,NS,BraA01g19250R,NS,0,NA,Bo7g045570,
A01,13510775,13511250,NS,BraA01g19260R,NS,0,NA,NA,
A01,13525626,13525925,NS,BraA01g19270R,NS,0,NA,Bo2g012320,
A01,13565458,13565757,NS,BraA01g19280R,NS,0,NA,Bo2g012320,
A01,13644454,13644742,NS,BraA01g19290R,NS,0,NA,NA,
A01,13653780,13654079,NS,BraA01g19300R,NS,0,NA,Bo2g012320,
A01,13756396,13757316,NS,BraA01g19310R,NS,0,NA,Bo8g051000,
A01,13840095,13841936,NS,BraA01g19320R,NS,0,NA,Bo8g051000,
A01,13889186,13890693,NS,BraA01g19330R,NS,0,NA,NA,
A01,13898242,13898740,NS,BraA01g19340R,NS,0,NA,Bo00763s140,
A01,13898995,13899864,NS,BraA01g19350R,NS,0,NA,Bo8g109460,
A01,13915336,13917201,+,BraA01g19360R,AT1G57620,2,D,Bo1g087560,
A01,13938996,13939586,NS,BraA01g19390R,NS,0,D,NA,
A01,13940586,13941484,NS,BraA01g19400R,NS,0,D,NA,
A01,13957589,13959789,NS,BraA01g19410R,NS,0,D,Bo8g058560,
A01,13963523,13976082,-,BraA01g19420R,AT1G57850,3,D,Bo1g087610,
A01,13997623,13998699,+,BraA01g19430R,AT1G57790,1,D,Bo1g087620,
A01,14016156,14019441,-,BraA01g19440R,AT1G57700,2,D,Bo1g087660,
A01,14023061,14024128,-,BraA01g19450R,AT1G57680,2,D,NA,
A01,14037967,14041505,NS,BraA01g19460R,AT1G56410,3,D,Bo5g044930,
A01,14047058,14053221,NS,BraA01g19470R,NS,0,D,Bo1g055030,
A01,14058738,14059800,NS,BraA01g19480R,NS,0,D,Bo9g157500,
A01,14065016,14065321,NS,BraA01g19490R,NS,0,D,Bo1g055030,
A01,14065522,14066545,NS,BraA01g19500R,NS,0,D,Bo1g055030,
A01,14073842,14077286,-,BraA01g19510R,AT1G58025,1,D,Bo1g087730,
A01,14093088,14096017,-,BraA01g19520R,AT1G58080,3,D,Bo1g087770,
A01,14103531,14106165,NS,BraA01g19530R,AT1G58110,2,D,NA,
A01,14122742,14124001,+,BraA01g19540R,AT1G58120,2,D,NA,
A01,14124172,14126416,-,BraA01g19550R,AT1G58180,1,D,Bo1g087840,
A01,14131735,14132469,NS,BraA01g19560R,NS,0,D,NA,
A01,14132689,14133383,NS,BraA01g19570R,NS,0,D,NA,
A01,14133670,14134140,NS,BraA01g19580R,NS,0,D,NA,
A01,14134156,14134726,NS,BraA01g19590R,NS,0,D,NA,
A01,14135223,14135608,NS,BraA01g19600R,NS,0,D,NA,
A01,14136283,14136886,NS,BraA01g19610R,NS,0,D,NA,
A01,14141853,14142464,NS,BraA01g19620R,NS,0,D,Bo7g045570,
A01,14143038,14148640,NS,BraA01g19630R,NS,0,D,Bo7g045570,
A01,14149910,14150973,+,BraA01g19640R,AT1G58190,3,D,Bo1g087850,
A01,14151248,14156606,+,BraA01g19650R,AT1G58190,3,D,Bo1g087850,
A01,14156662,14157195,+,BraA01g19660R,AT1G58190,3,D,Bo1g087850,
A01,14157853,14162585,-,BraA01g19670R,AT1G58200,1,D,Bo1g087870,
A01,14174326,14179939,+,BraA01g19680R,AT1G58215,3,D,Bo1g087900,
A01,14175685,14183489,+,BraA01g19690R,AT1G58215,3,D,Bo1g087900,
A01,14186471,14189219,+,BraA01g19700R,AT1G58225,1,D,NA,
A01,14192088,14193969,NS,BraA01g19710R,NS,0,D,Bo7g081460,
A01,14198414,14212098,+,BraA01g19720R,AT1G58230,1,D,Bo1g087930,
A01,14213342,14213569,NS,BraA01g19730R,NS,0,D,NA,
A01,14215890,14228025,-,BraA01g19740R,AT1G58250,2,D,Bo1g087940,
A01,14229243,14230430,NS,BraA01g19750R,NS,0,D,Bo9g013750,
A01,14240249,14243263,NS,BraA01g19760R,NS,0,D,NA,
A01,14243421,14246153,NS,BraA01g19770R,NS,0,D,Bo1g119150,
A01,14248330,14248865,NS,BraA01g19780R,NS,0,D,Bo4g061570,
A01,14257132,14258799,NS,BraA01g19810R,NS,0,D,NA,
A01,14259560,14261709,-,BraA01g19820R,AT1G58280,1,D,Bo1g087980,
A01,14262332,14263642,-,BraA01g19830R,AT1G53550,1,D,Bo1g088010,
A01,14290082,14292466,-,BraA01g19870R,AT1G58290,2,D,Bo1g088040,
A01,14299774,14300285,NS,BraA01g19880R,NS,0,D,Bo2g083800,
A01,14316340,14320109,+,BraA01g19890R,AT1G58360,3,D,Bo1g089120,
A01,14339358,14345766,+,BraA01g19910R,NA,0,D,Bo1g090170,
A01,14343834,14345855,+,BraA01g19920R,NA,0,D,Bo1g090170,
A01,14353708,14358201,+,BraA01g19930R,AT1G59520,1,D,Bo1g090190,
A01,14361372,14363529,NS,BraA01g19940R,NS,0,D,Bo7g044960,
A01,14370048,14371036,NS,BraA01g19950R,NS,0,D,NA,
A01,14378804,14380833,+,BraA01g19960R,AT1G59580,2,D,Bo1g090210,
A01,14383945,14385645,NS,BraA01g19970R,NS,0,D,NA,
A01,14386456,14389490,NS,BraA01g19980R,NS,0,D,Bo4g088240,
A01,14414548,14415877,+,BraA01g19990R,AT1G59590,3,D,NA,
A01,14414827,14416119,+,BraA01g20000R,AT1G59590,3,D,NA,
A01,14419174,14421622,-,BraA01g20010R,AT1G59600,1,D,NA,
A01,14432502,14439644,+,BraA01g20020R,AT1G59610,2,D,Bo1g090260,
A01,14440103,14441451,NS,BraA01g20030R,NS,0,D,NA,
A01,14445552,14449761,+,BraA01g20040R,AT1G56550,3,D,Bo1g090270,
A01,14450309,14458114,+,BraA01g20050R,AT1G56550,3,D,Bo1g090280,
A01,14471539,14474092,NS,BraA01g20060R,NS,0,D,NA,
A01,14479056,14484457,+,BraA01g20070R,AT1G59740,2,D,Bo9g046440,
A01,14512458,14518110,-,BraA01g20080R,AT1G59760,3,D,Bo9g045440,
A01,14515859,14522346,-,BraA01g20090R,AT1G59760,3,D,Bo9g045440,
