Accession,Gene Length (bp)
BraA03g31140R,1194
BraA03g31150R,3062
BraA03g31160R,770
BraA03g31170R,1257
BraA03g31180R,231
BraA03g31190R,1194
BraA03g31200R,4992
BraA03g31210R,3497
BraA03g31220R,3797
BraA03g31230R,438
BraA03g31240R,738
BraA03g31250R,1587
BraA03g31260R,573
BraA03g31270R,2986
BraA03g31280R,4924
BraA03g31290R,300
BraA03g31300R,3184
BraA03g31310R,4803
BraA03g31320R,4056
BraA03g31330R,1205
BraA03g31340R,1890
BraA03g31350R,4533
BraA03g31360R,2296
BraA03g31370R,2757
BraA03g31380R,1710
BraA03g31390R,3152
BraA03g31400R,5595
BraA03g31410R,394
BraA03g31420R,4809
BraA03g31430R,5761
BraA03g31440R,2847
BraA03g31450R,1661
BraA03g31460R,1353
BraA03g31470R,709
BraA03g31480R,471
BraA03g31490R,3939
BraA03g31500R,5093
BraA03g31510R,953
BraA03g31520R,577
BraA03g31530R,618
BraA03g31540R,1964
BraA03g31550R,3369
BraA03g31560R,1477
BraA03g31570R,681
BraA03g31580R,6761
BraA03g31590R,7430
BraA03g31600R,1568
BraA03g31610R,2434
BraA03g31620R,1149
BraA03g31630R,2709
BraA03g31640R,1265
BraA03g31650R,1170
BraA03g31660R,930
BraA03g31670R,1949
BraA03g31680R,2431
BraA03g31690R,1398
BraA03g31700R,2823
BraA03g31710R,6104
BraA03g31720R,3522
BraA03g31730R,359
BraA03g31740R,2740
BraA03g31750R,2309
BraA03g31760R,2563
BraA03g31770R,2906
BraA03g31780R,991
BraA03g31790R,3346
BraA03g31800R,1183
BraA03g31810R,2589
BraA03g31820R,1771
BraA03g31830R,3958
BraA03g31840R,11531
BraA03g31850R,23270
BraA03g31860R,2607
BraA03g31870R,2381
BraA03g31880R,1357
BraA03g31890R,378
BraA03g31900R,662
BraA03g31910R,567
BraA03g31920R,3166
BraA03g31930R,273
BraA03g31940R,2987
BraA03g31950R,1064
BraA03g31960R,5030
BraA03g31970R,1330
BraA03g31980R,327
BraA03g31990R,3272
BraA03g32000R,6559
BraA03g32010R,3588
BraA03g32020R,5372
BraA03g32030R,837
BraA03g32040R,712
BraA03g32050R,261
BraA03g32060R,1249
BraA03g32070R,1734
BraA03g32080R,883
BraA03g32090R,2999
BraA03g32100R,1425
BraA03g32110R,2553
BraA03g32120R,1761
BraA03g32130R,3207
BraA03g32140R,1215
BraA03g32150R,620
BraA03g32160R,1041
BraA03g32170R,1892
BraA03g32180R,8201
BraA03g32190R,2342
BraA03g32200R,5130
BraA03g32210R,8526
BraA03g32220R,2925
BraA03g32230R,1313
BraA03g32240R,1490
BraA03g32250R,4363
BraA03g32260R,837
BraA03g32270R,7258
BraA03g32280R,2254
BraA03g32290R,11615
BraA03g32300R,3611
BraA03g32310R,8887
BraA03g32320R,4068
BraA03g32330R,2827
BraA03g32340R,540
BraA03g32350R,3357
BraA03g32360R,2409
BraA03g32370R,6956
BraA03g32380R,1896
BraA03g32390R,2070
BraA03g32400R,3059
BraA03g32410R,783
BraA03g32420R,1511
BraA03g32430R,1962
BraA03g32440R,546
BraA03g32450R,2725
BraA03g32460R,2812
BraA03g32470R,4809
BraA03g32480R,876
BraA03g32490R,223
BraA03g32500R,318
BraA03g32510R,5160
BraA03g32520R,1417
BraA03g32530R,4740
BraA03g32540R,1920
BraA03g32550R,1911
BraA03g32560R,3371
BraA03g32570R,2431
BraA03g32580R,2341
BraA03g32590R,3855
BraA03g32600R,1913
BraA03g32610R,2430
BraA03g32620R,6478
BraA03g32630R,1154
BraA03g32640R,319
BraA03g32650R,1291
BraA03g32660R,1659
BraA03g32670R,12078
BraA03g32680R,1680
BraA03g32690R,2032
BraA03g32700R,1471
BraA03g32710R,4094
BraA03g32720R,521
BraA03g32730R,2044
BraA03g32740R,3870
BraA03g32750R,2134
BraA03g32760R,768
BraA03g32770R,3185
BraA03g32780R,439
BraA03g32790R,312
BraA03g32800R,1706
BraA03g32810R,462
BraA03g32820R,1793
BraA03g32830R,4344
BraA03g32840R,2100
BraA03g32850R,2389
BraA03g32860R,2180
BraA03g32870R,1684
BraA03g32880R,582
BraA03g32890R,1465
BraA03g32900R,2085
BraA03g32910R,1876
BraA03g32920R,1367
BraA03g32930R,1545
BraA03g32940R,1298
BraA03g32950R,3359
BraA03g32960R,9401
BraA03g32970R,1511
BraA03g32980R,1230
BraA03g32990R,1560
BraA03g33000R,3043
BraA03g33010R,1355
BraA03g33020R,2598
BraA03g33030R,3094
BraA03g33040R,2549
BraA03g33050R,8066
BraA03g33060R,4531
BraA03g33070R,5857
BraA03g33080R,1247
BraA03g33090R,2518
BraA03g33100R,537
BraA03g33110R,8626
BraA03g33120R,717
BraA03g33130R,8299
BraA03g33140R,2713
BraA03g33150R,575
BraA03g33160R,1106
BraA03g33170R,5369
BraA03g33180R,1878
BraA03g33190R,456
BraA03g33200R,1544
BraA03g33210R,3407
BraA03g33220R,1494
BraA03g33230R,3605
BraA03g33240R,4288
BraA03g33250R,1800
BraA03g33260R,3106
BraA03g33270R,893
BraA03g33280R,2056
BraA03g33290R,1523
BraA03g33300R,2148
BraA03g33310R,1757
BraA03g33320R,579
BraA03g33330R,2781
BraA03g33340R,3050
BraA03g33350R,1860
BraA03g33360R,1062
BraA03g33370R,2517
BraA03g33380R,2918
BraA03g33390R,336
BraA03g33400R,1573
BraA03g33410R,8057
BraA03g33420R,4881
BraA03g33430R,1223
BraA03g33440R,2045
BraA03g33450R,3068
BraA03g33460R,2016
BraA03g33470R,2467
BraA03g33480R,522
BraA03g33490R,336
BraA03g33500R,3138
BraA03g33510R,797
BraA03g33520R,3644
BraA03g33530R,2408
BraA03g33540R,5144
BraA03g33550R,1980
BraA03g33560R,2064
BraA03g33570R,907
BraA03g33580R,1795
BraA03g33590R,1489
BraA03g33600R,6031
BraA03g33610R,2530
BraA03g33620R,1041
BraA03g33630R,2525
BraA03g33640R,7303
BraA03g33650R,6471
BraA03g33660R,2419
BraA03g33670R,1784
BraA03g33680R,3589
BraA03g33690R,3818
BraA03g33700R,8223
BraA03g33710R,1143
BraA03g33720R,6524
BraA03g33730R,736
BraA03g33740R,1366
BraA03g33750R,1616
BraA03g33760R,8252
BraA03g33770R,3195
BraA03g33780R,1062
BraA03g33790R,915
BraA03g33800R,1771
BraA03g33810R,3453
BraA03g33820R,4509
BraA03g33830R,9256
BraA03g33840R,3706
BraA03g33850R,2934
BraA03g33860R,3363
BraA03g33870R,7148
BraA03g33880R,1200
BraA03g33890R,2970
BraA03g33900R,5038
BraA03g33910R,372
BraA03g33920R,3884
BraA03g33930R,2246
BraA03g33940R,693
BraA03g33950R,1620
BraA03g33960R,5540
BraA03g33970R,5652
BraA03g33980R,6390
BraA03g33990R,2814
BraA03g34000R,5021
BraA03g34010R,342
BraA03g34020R,1057
BraA03g34030R,1850
BraA03g34040R,1161
BraA03g34050R,811
BraA03g34060R,597
BraA03g34070R,3314
BraA03g34080R,261
BraA03g34090R,2040
BraA03g34100R,790
BraA03g34110R,1955
BraA03g34120R,1726
BraA03g34130R,3561
BraA03g34140R,2664
BraA03g34150R,183
BraA03g34160R,2906
BraA03g34170R,2270
BraA03g34180R,647
BraA03g34190R,8726
BraA03g34200R,2662
BraA03g34210R,2248
BraA03g34220R,1254
BraA03g34230R,1185
BraA03g34240R,2917
BraA03g34250R,3097
BraA03g34260R,2247
BraA03g34270R,1792
BraA03g34280R,1096
BraA03g34290R,3048
BraA03g34300R,1884
BraA03g34310R,2851
BraA03g34320R,3592
BraA03g34330R,538
BraA03g34340R,1852
BraA03g34350R,1924
BraA03g34360R,4836
BraA03g34370R,2214
BraA03g34380R,3499
BraA03g34390R,3337
BraA03g34400R,1315
BraA03g34410R,360
BraA03g34420R,360
BraA03g34430R,2679
BraA03g34440R,2006
BraA03g34450R,515
BraA03g34460R,6891
BraA03g34470R,2232
BraA03g34480R,1243
BraA03g34490R,1590
BraA03g34500R,3945
BraA03g34510R,3714
BraA03g34520R,1047
BraA03g34530R,339
BraA03g34540R,3947
BraA03g34550R,736
BraA03g34560R,4322
BraA03g34570R,2171
BraA03g34580R,2501
BraA03g34590R,8802
BraA03g34600R,1709
BraA03g34610R,1661
BraA03g34620R,2609
BraA03g34630R,2637
BraA03g34640R,6776
BraA03g34650R,1338
BraA03g34660R,1655
BraA03g34670R,2268
BraA03g34680R,1053
BraA03g34690R,321
BraA03g34700R,4140
BraA03g34710R,2273
BraA03g34720R,5443
BraA03g34730R,1421
BraA03g34740R,2901
BraA03g34750R,4054
BraA03g34760R,5076
BraA03g34770R,2918
BraA03g34780R,3135
BraA03g34790R,6306
BraA03g34800R,2667
BraA03g34810R,2615
BraA03g34820R,1799
BraA03g34830R,2984
BraA03g34840R,1152
BraA03g34850R,2345
BraA03g34860R,13935
BraA03g34870R,2049
BraA03g34880R,854
BraA03g34890R,2057
BraA03g34900R,1440
BraA03g34910R,894
BraA03g34920R,721
BraA03g34930R,7471
BraA03g34940R,1898
BraA03g34950R,1104
BraA03g34960R,480
BraA03g34970R,4140
BraA03g34980R,711
BraA03g34990R,966
BraA03g35000R,1557
BraA03g35010R,2507
BraA03g35020R,4693
BraA03g35030R,1125
BraA03g35040R,2786
BraA03g35050R,1719
BraA03g35060R,1789
BraA03g35070R,2798
BraA03g35080R,1682
BraA03g35090R,1914
BraA03g35100R,3357
BraA03g35110R,1619
BraA03g35120R,1677
BraA03g35130R,939
BraA03g35140R,2681
BraA03g35150R,2530
BraA03g35160R,10430
BraA03g35170R,4378
BraA03g35180R,180
BraA03g35190R,3390
BraA03g35200R,1560
BraA03g35210R,3610
BraA03g35220R,517
BraA03g35230R,2661
BraA03g35240R,5204
BraA03g35250R,278
BraA03g35260R,5738
BraA03g35270R,1815
BraA03g35280R,5717
BraA03g35290R,486
BraA03g35300R,1182
BraA03g35310R,1149
BraA03g35320R,351
BraA03g35330R,1148
BraA03g35340R,4046
BraA03g35350R,486
BraA03g35360R,3503
BraA03g35370R,10227
BraA03g35380R,3895
BraA03g35390R,3471
BraA03g35400R,2156
BraA03g35410R,4576
BraA03g35420R,4941
BraA03g35430R,1079
BraA03g35440R,327
BraA03g35450R,2605
BraA03g35460R,3446
BraA03g35470R,3708
BraA03g35480R,1858
BraA03g35490R,1146
BraA03g35500R,1763
BraA03g35510R,7884
BraA03g35520R,284
BraA03g35530R,1879
BraA03g35540R,817
BraA03g35550R,4731
BraA03g35560R,2794
BraA03g35570R,701
BraA03g35580R,1774
BraA03g35590R,1822
BraA03g35600R,3477
BraA03g35610R,561
BraA03g35620R,2744
BraA03g35630R,922
BraA03g35640R,4358
BraA03g35650R,1152
BraA03g35660R,4078
BraA03g35670R,426
BraA03g35680R,1869
BraA03g35690R,4112
BraA03g35700R,2627
BraA03g35710R,3704
BraA03g35720R,4321
BraA03g35730R,1409
BraA03g35740R,15837
BraA03g35750R,13985
BraA03g35760R,1235
BraA03g35770R,4990
BraA03g35780R,2791
BraA03g35790R,282
BraA03g35800R,2567
BraA03g35810R,3928
BraA03g35820R,1990
BraA03g35830R,555
BraA03g35840R,8261
BraA03g35850R,1639
BraA03g35860R,1604
BraA03g35870R,2458
BraA03g35880R,6452
BraA03g35890R,1503
BraA03g35900R,2005
BraA03g35910R,795
BraA03g35920R,2184
BraA03g35930R,526
BraA03g35940R,662
BraA03g35950R,267
BraA03g35960R,516
BraA03g35970R,980
BraA03g35980R,805
BraA03g35990R,2357
BraA03g36000R,7016
BraA03g36010R,421
BraA03g36020R,12520
BraA03g36030R,1300
BraA03g36040R,228
BraA03g36050R,348
BraA03g36060R,2916
BraA03g36070R,2427
BraA03g36080R,428
BraA03g36090R,1779
BraA03g36100R,2664
BraA03g36110R,9777
BraA03g36120R,1131
BraA03g36130R,3534
BraA03g36140R,8496
BraA03g36150R,5677
BraA03g36160R,3586
BraA03g36170R,1328
BraA03g36180R,30413
BraA03g36190R,2245
BraA03g36200R,2467
BraA03g36210R,1452
BraA03g36220R,1863
BraA03g36230R,3592
BraA03g36240R,1812
BraA03g36250R,403
BraA03g36260R,5709
BraA03g36270R,3192
BraA03g36280R,2548
BraA03g36290R,1979
BraA03g36300R,2388
BraA03g36310R,678
BraA03g36320R,5077
BraA03g36330R,7897
BraA03g36340R,246
BraA03g36350R,258
BraA03g36360R,2205
BraA03g36370R,6838
BraA03g36380R,2055
BraA03g36390R,3398
BraA03g36400R,2002
BraA03g36410R,1218
BraA03g36420R,636
BraA03g36430R,1150
BraA03g36440R,3144
BraA03g36450R,836
BraA03g36460R,2265
BraA03g36470R,7790
BraA03g36480R,1068
BraA03g36490R,1287
BraA03g36500R,1147
BraA03g36510R,4586
BraA03g36520R,1785
BraA03g36530R,1311
BraA03g36540R,2203
BraA03g36550R,2295
BraA03g36560R,4107
BraA03g36570R,336
BraA03g36580R,4639
BraA03g36590R,2121
BraA03g36600R,1044
BraA03g36610R,1570
BraA03g36620R,2169
BraA03g36630R,557
BraA03g36640R,726
BraA03g36650R,456
BraA03g36660R,676
BraA03g36670R,2421
BraA03g36680R,1378
BraA03g36690R,10032
BraA03g36700R,3045
BraA03g36710R,2105
BraA03g36720R,1750
BraA03g36730R,23250
BraA03g36740R,1086
BraA03g36750R,6941
BraA03g36760R,2402
BraA03g36770R,570
BraA03g36780R,267
BraA03g36790R,731
BraA03g36800R,6888
BraA03g36810R,1683
BraA03g36820R,3761
BraA03g36830R,2771
BraA03g36840R,2670
BraA03g36850R,672
BraA03g36860R,363
BraA03g36870R,870
BraA03g36880R,1070
BraA03g36890R,1120
BraA03g36900R,801
BraA03g36910R,624
BraA03g36920R,1137
BraA03g36930R,1046
BraA03g36940R,4528
BraA03g36950R,936
BraA03g36960R,312
BraA03g36970R,582
BraA03g36980R,2609
BraA03g36990R,1699
BraA03g37000R,1089
BraA03g37010R,1037
BraA03g37020R,615
BraA03g37030R,1996
BraA03g37040R,1420
BraA03g37050R,558
BraA03g37060R,723
BraA03g37070R,1632
BraA03g37080R,4062
BraA03g37090R,2150
BraA03g37100R,1728
BraA03g37110R,1911
BraA03g37120R,1582
BraA03g37130R,2123
BraA03g37140R,2077
BraA03g37150R,1134
BraA03g37160R,402
BraA03g37170R,7698
BraA03g37180R,9583
BraA03g37190R,841
BraA03g37200R,548
BraA03g37210R,1420
BraA03g37220R,1303
BraA03g37230R,1823
BraA03g37240R,2609
BraA03g37250R,3244
BraA03g37260R,923
BraA03g37270R,3605
BraA03g37280R,1182
BraA03g37290R,4700
BraA03g37300R,1068
BraA03g37310R,1084
BraA03g37320R,1675
BraA03g37330R,1652
BraA03g37340R,2314
BraA03g37350R,552
BraA03g37360R,1485
BraA03g37370R,306
BraA03g37380R,2866
BraA03g37390R,2681
BraA03g37400R,5295
BraA03g37410R,1182
BraA03g37420R,3284
BraA03g37430R,3645
BraA03g37440R,3695
BraA03g37450R,6163
BraA03g37460R,822
BraA03g37470R,1170
BraA03g37480R,243
BraA03g37490R,246
BraA03g37500R,1276
BraA03g37510R,1177
BraA03g37520R,2821
BraA03g37530R,5965
BraA03g37540R,6263
BraA03g37550R,3518
BraA03g37560R,1316
BraA03g37570R,896
BraA03g37580R,1281
BraA03g37590R,1770
BraA03g37600R,500
BraA03g37610R,2481
BraA03g37620R,1451
BraA03g37630R,2506
BraA03g37640R,1262
BraA03g37650R,2313
BraA03g37660R,1805
BraA03g37670R,3911
BraA03g37680R,960
BraA03g37690R,1395
BraA03g37700R,957
BraA03g37710R,4788
BraA03g37720R,726
BraA03g37730R,2754
BraA03g37740R,1339
BraA03g37750R,2452
BraA03g37760R,1825
BraA03g37770R,1991
BraA03g37780R,1925
BraA03g37790R,1639
BraA03g37800R,5327
BraA03g37810R,635
BraA03g37820R,1491
BraA03g37830R,291
BraA03g37840R,2773
BraA03g37850R,4024
BraA03g37860R,2094
BraA03g37870R,971
BraA03g37880R,6152
BraA03g37890R,3188
BraA03g37900R,4466
BraA03g37910R,1782
BraA03g37920R,498
BraA03g37930R,925
BraA03g37940R,4513
BraA03g37950R,2696
BraA03g37960R,1053
BraA03g37970R,3161
BraA03g37980R,642
BraA03g37990R,1275
BraA03g38000R,282
BraA03g38010R,800
BraA03g38020R,6217
BraA03g38030R,651
BraA03g38040R,2480
BraA03g38050R,3701
BraA03g38060R,2023
BraA03g38070R,2871
BraA03g38080R,6283
BraA03g38090R,2653
BraA03g38100R,2916
BraA03g38110R,8538
BraA03g38120R,815
BraA03g38130R,690
BraA03g38140R,3075
BraA03g38150R,1663
BraA03g38160R,1710
BraA03g38170R,183
BraA03g38180R,307
BraA03g38190R,408
BraA03g38200R,634
BraA03g38210R,1749
BraA03g38220R,3015
BraA03g38230R,4445
BraA03g38240R,3042
BraA03g38250R,728
BraA03g38260R,1450
BraA03g38270R,1272
BraA03g38280R,1359
BraA03g38290R,5536
BraA03g38300R,1626
BraA03g38310R,2478
BraA03g38320R,2190
BraA03g38330R,630
BraA03g38340R,2500
BraA03g38350R,697
BraA03g38360R,441
BraA03g38370R,214
BraA03g38380R,2575
BraA03g38390R,1463
BraA03g38400R,4672
BraA03g38410R,5374
BraA03g38420R,601
BraA03g38430R,591
BraA03g38440R,1806
BraA03g38450R,2142
BraA03g38460R,1286
BraA03g38470R,795
BraA03g38480R,4238
BraA03g38490R,2161
BraA03g38500R,756
BraA03g38510R,2022
BraA03g38520R,716
BraA03g38530R,1452
BraA03g38540R,507
BraA03g38550R,2803
BraA03g38560R,3239
BraA03g38570R,2443
BraA03g38580R,2787
BraA03g38590R,1197
BraA03g38600R,297
BraA03g38610R,318
BraA03g38620R,550
BraA03g38630R,1928
BraA03g38640R,1697
BraA03g38650R,7251
BraA03g38660R,6666
BraA03g38670R,8994
BraA03g38680R,4392
BraA03g38690R,6764
BraA03g38700R,12807
BraA03g38710R,5191
BraA03g38720R,1068
BraA03g38730R,4898
BraA03g38740R,1473
BraA03g38750R,4549
BraA03g38760R,2115
BraA03g38770R,3474
BraA03g38780R,2138
BraA03g38790R,639
BraA03g38800R,442
BraA03g38810R,1728
BraA03g38820R,16383
BraA03g38830R,3373
BraA03g38840R,3207
BraA03g38850R,7986
BraA03g38860R,4220
BraA03g38870R,4181
BraA03g38880R,992
BraA03g38890R,2693
BraA03g38900R,636
BraA03g38910R,5674
BraA03g38920R,2936
BraA03g38930R,1215
BraA03g38940R,1578
BraA03g38950R,1265
BraA03g38960R,1440
BraA03g38970R,701
BraA03g38980R,795
BraA03g38990R,1122
BraA03g39000R,1600
BraA03g39010R,414
BraA03g39020R,2369
BraA03g39030R,3643
BraA03g39040R,321
BraA03g39050R,3223
BraA03g39060R,2559
BraA03g39070R,2097
BraA03g39080R,2648
BraA03g39090R,2429
BraA03g39100R,687
BraA03g39110R,3595
BraA03g39120R,6418
BraA03g39130R,8952
BraA03g39140R,15449
BraA03g39150R,618
BraA03g39160R,219
BraA03g39170R,2426
BraA03g39180R,1633
BraA03g39190R,4475
BraA03g39200R,788
BraA03g39210R,1529
BraA03g39220R,1110
BraA03g39230R,1399
BraA03g39240R,3550
BraA03g39250R,796
BraA03g39260R,969
BraA03g39270R,3486
BraA03g39280R,766
BraA03g39290R,2047
BraA03g39300R,2146
BraA03g39310R,1753
BraA03g39320R,1362
BraA03g39330R,4043
BraA03g39340R,1473
BraA03g39350R,1897
BraA03g39360R,5032
BraA03g39370R,2165
BraA03g39380R,1520
BraA03g39390R,4842
BraA03g39400R,269
BraA03g39410R,1666
BraA03g39420R,3511
BraA03g39430R,1401
BraA03g39440R,2331
BraA03g39450R,3690
BraA03g39460R,29963
BraA03g39470R,3693
BraA03g39480R,507
BraA03g39490R,810
BraA03g39500R,884
BraA03g39510R,4798
BraA03g39520R,2737
BraA03g39530R,5379
BraA03g39540R,779
BraA03g39550R,297
BraA03g39560R,4512
BraA03g39570R,2589
BraA03g39580R,1605
BraA03g39590R,598
BraA03g39600R,3390
BraA03g39610R,1171
BraA03g39620R,1505
BraA03g39630R,2528
BraA03g39640R,6156
BraA03g39650R,949
BraA03g39660R,3818
BraA03g39670R,918
BraA03g39680R,2547
BraA03g39690R,327
BraA03g39700R,1789
BraA03g39710R,1240
BraA03g39720R,1052
BraA03g39730R,1161
BraA03g39740R,1534
BraA03g39750R,393
BraA03g39760R,1671
BraA03g39770R,939
BraA03g39780R,1499
BraA03g39790R,6980
BraA03g39800R,727
BraA03g39810R,2032
BraA03g39820R,8095
BraA03g39830R,1384
BraA03g39840R,1793
BraA03g39850R,1556
BraA03g39860R,2954
BraA03g39870R,462
BraA03g39880R,2174
BraA03g39890R,1637
BraA03g39900R,3240
BraA03g39910R,3626
BraA03g39920R,764
BraA03g39930R,1911
BraA03g39940R,10875
BraA03g39950R,1445
BraA03g39960R,1012
BraA03g39970R,2157
BraA03g39980R,2351
BraA03g39990R,717
BraA03g40000R,4847
BraA03g40010R,516
BraA03g40020R,3126
BraA03g40030R,1237
BraA03g40040R,2027
BraA03g40050R,1645
BraA03g40060R,1440
BraA03g40070R,3103
BraA03g40080R,742
BraA03g40090R,1029
BraA03g40100R,2789
BraA03g40110R,297
BraA03g40120R,793
BraA03g40130R,360
BraA03g40140R,5461
BraA03g40150R,450
BraA03g40160R,1266
BraA03g40170R,2878
BraA03g40180R,4832
BraA03g40190R,315
BraA03g40200R,2821
BraA03g40210R,986
BraA03g40220R,280
BraA03g40230R,1377
BraA03g40240R,1950
BraA03g40250R,1860
BraA03g40260R,954
BraA03g40270R,3719
BraA03g40280R,2307
BraA03g40290R,1465
BraA03g40300R,3342
BraA03g40310R,2550
BraA03g40320R,3846
BraA03g40330R,1391
BraA03g40340R,759
BraA03g40350R,3584
BraA03g40360R,5062
BraA03g40370R,426
BraA03g40380R,321
BraA03g40390R,2355
BraA03g40400R,541
BraA03g40410R,1503
BraA03g40420R,1425
BraA03g40430R,2426
BraA03g40440R,2108
BraA03g40450R,3480
BraA03g40460R,2839
BraA03g40470R,2829
BraA03g40480R,1418
BraA03g40490R,1846
BraA03g40500R,5835
BraA03g40510R,2247
BraA03g40520R,1595
BraA03g40530R,6900
BraA03g40540R,1079
BraA03g40550R,4749
BraA03g40560R,362
BraA03g40570R,3252
BraA03g40580R,7186
BraA03g40590R,927
BraA03g40600R,1903
BraA03g40610R,474
BraA03g40620R,1938
BraA03g40630R,3410
BraA03g40640R,3912
BraA03g40650R,5491
BraA03g40660R,1136
BraA03g40670R,5436
BraA03g40680R,1855
BraA03g40690R,5335
BraA03g40700R,2244
BraA03g40710R,1277
BraA03g40720R,1614
BraA03g40730R,9950
BraA03g40740R,1734
BraA03g40750R,1884
BraA03g40760R,4852
BraA03g40770R,2096
BraA03g40780R,6928
BraA03g40790R,1773
BraA03g40800R,696
BraA03g40810R,1265
BraA03g40820R,3095
BraA03g40830R,448
BraA03g40840R,349
BraA03g40850R,237
BraA03g40860R,5990
BraA03g40870R,505
BraA03g40880R,1651
BraA03g40890R,2267
BraA03g40900R,2272
BraA03g40910R,2625
BraA03g40920R,1461
BraA03g40930R,1662
BraA03g40940R,3143
BraA03g40950R,849
BraA03g40960R,2425
BraA03g40970R,3067
BraA03g40980R,1553
BraA03g40990R,3540
BraA03g41000R,1702
BraA03g41010R,3955
BraA03g41020R,2050
BraA03g41030R,6051
BraA03g41040R,2726
BraA03g41050R,6482
BraA03g41060R,6300
BraA03g41070R,615
BraA03g41080R,4043
BraA03g41090R,2508
BraA03g41100R,1257
BraA03g41110R,1039
BraA03g41120R,1402
BraA03g41130R,1156
BraA03g41140R,2045
BraA03g41150R,2881
BraA03g41160R,1890
BraA03g41170R,2013
BraA03g41180R,4253
BraA03g41190R,3041
BraA03g41200R,1732
BraA03g41210R,1435
BraA03g41220R,312
BraA03g41230R,1783
BraA03g41240R,560
BraA03g41250R,3042
BraA03g41260R,11155
BraA03g41270R,4400
BraA03g41280R,1993
BraA03g41290R,3994
BraA03g41300R,7275
BraA03g41310R,3113
BraA03g41320R,1126
BraA03g41330R,1125
BraA03g41340R,5161
BraA03g41350R,3581
BraA03g41360R,948
BraA03g41370R,2911
BraA03g41380R,3031
BraA03g41390R,1250
BraA03g41400R,3305
BraA03g41410R,2079
BraA03g41420R,1263
BraA03g41430R,324
BraA03g41440R,999
BraA03g41450R,1224
BraA03g41460R,1190
BraA03g41470R,2808
BraA03g41480R,1816
BraA03g41490R,1451
BraA03g41500R,12130
BraA03g41510R,3230
BraA03g41520R,3982
BraA03g41530R,4199
BraA03g41540R,5697
BraA03g41550R,3080
BraA03g41560R,1337
BraA03g41570R,2066
BraA03g41580R,1559
BraA03g41590R,6668
BraA03g41600R,4329
BraA03g41610R,4159
BraA03g41620R,2641
BraA03g41630R,2015
BraA03g41640R,201
BraA03g41650R,609
BraA03g41660R,1971
BraA03g41670R,3679
BraA03g41680R,1642
BraA03g41690R,3241
BraA03g41700R,3739
BraA03g41710R,1908
BraA03g41720R,966
BraA03g41730R,2446
BraA03g41740R,1215
BraA03g41750R,5314
BraA03g41760R,6281
BraA03g41770R,2117
BraA03g41780R,586
BraA03g41790R,630
BraA03g41800R,7862
BraA03g41810R,1899
BraA03g41820R,3547
BraA03g41830R,12698
BraA03g41840R,5054
BraA03g41850R,3788
BraA03g41860R,2971
BraA03g41870R,2676
BraA03g41880R,2872
BraA03g41890R,4380
BraA03g41900R,2006
BraA03g41910R,1771
BraA03g41920R,2724
BraA03g41930R,1616
BraA03g41940R,2630
BraA03g41950R,6681
BraA03g41960R,294
BraA03g41970R,2278
BraA03g41980R,483
BraA03g41990R,1112
BraA03g42000R,486
